0,1.09,4,90,1.048,21, 12.375 ,2,17.35,1,0.72,0.193,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,17.75,1,0.72,0.182,0,0
0,1.09,4,90,1.048,21, 12.375 ,1,17.58,1,0.72,0.185,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,17.35,1,0.72,0.193,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,11.40,2,0.72,0.190,0.72,0.35053
0,1.09,4,90,1.048,21, 12.375 ,2,2.79,1,0.27,0.184,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,4.84,1,0.27,0.189,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,2.64,1,0.27,0.187,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,4.58,1,0.27,0.190,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,4.83,1,0.72,0.241,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,4.84,1,0.27,0.189,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,2.79,1,0.27,0.189,0,0
0,1.09,4,90,1.048,21, 12.375 ,1,4.84,1,0.27,0.190,0,0
0,1.09,4,90,1.048,21, 12.375 ,1,2.79,1,0.27,0.189,0,0
0,1.09,4,90,1.048,21, 12.375 ,4,5.11,1,0.72,0.244,0,0
0,1.09,4,90,1.048,21, 12.375 ,2,11.56,2,0.72,0.351,0.72,0.192189
0,1.09,4,90,1.048,21, 12.375 ,4,5.83,2,0.27,0.243,0.27,0.249048
0,1.09,4,270,1.048,21, 12.375 ,1,17.58,1,0.72,-0.329,0,0
0,1.09,4,270,1.048,21, 12.375 ,4,5.11,1,0.72,-0.323,0,0
0,1.09,4,270,1.048,21, 12.375 ,4,5.83,2,0.27,-0.323,0.27,-0.322836
0,1.09,4,270,1.048,21, 12.375 ,1,4.84,1,0.27,-0.330,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,4.84,1,0.27,-0.330,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,2.79,1,0.27,-0.330,0,0
0,1.09,4,270,1.048,21, 12.375 ,1,2.79,1,0.27,-0.330,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,17.35,1,0.72,-0.335,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,11.56,2,0.72,-0.336,0.72,-0.340591
0,1.09,4,270,1.048,21, 12.375 ,2,5.11,1,0.72,-0.327,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,17.75,1,0.72,-0.330,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,2.79,1,0.27,-0.333,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,4.84,1,0.27,-0.333,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,4.94,1,0.27,-0.334,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,2.79,1,0.27,-0.334,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,17.35,1,0.72,-0.337,0,0
0,1.09,4,270,1.048,21, 12.375 ,2,11.56,2,0.72,-0.337,0.72,-0.342303
0,1.09,4,180,0.916,19, 12.375 ,2,17.75,1,0.72,-0.328,0,0
0,1.09,4,180,0.916,19, 12.375 ,1,17.54,1,0.72,0.158,0,0
0,1.09,4,180,0.916,19, 12.375 ,1,2.79,1,0.27,0.169,0,0
0,1.09,4,180,0.916,19, 12.375 ,1,4.84,1,0.27,0.171,0,0
0,1.09,4,180,0.916,19, 12.375 ,2,4.84,1,0.27,-0.327,0,0
0,1.09,4,180,0.916,19, 12.375 ,2,2.79,1,0.27,-0.328,0,0
0,1.09,4,180,0.916,19, 12.375 ,2,5.11,1,0.72,-0.326,0,0
0,1.09,4,180,0.916,19, 12.375 ,4,5.11,1,0.72,0.259,0,0
0,1.09,4,180,0.916,19, 12.375 ,4,5.83,2,0.27,0.245,0.27,0.240679
0,1.09,4,180,0.916,19, 12.375 ,1,16.99,2,0.72,-0.330,0.72,-0.341273
